Text,Language
ในหนังสือการ์ตูน โทโมโยะสารภาพว่าความรักของเธอที่มีต่อซากุระในหลาย ๆ สาเหตุ ถึงแม้ว่าจะไม่ได้รับความรักนั้นตอบกลับมาก็ตาม ในหนังสือได้วาดภาพดอกไม้มากมายเป็นพื้นหลังบอกเป็นนัย ๆ ถึงความรักของเธอ อย่างไรก็ตามซากุระนั้นเธอมีคนที่เฝ้าฝันถึงตลอดเวลามาแต่ต้นแล้ว และไม่เคยตอบกลับคำพูดของโทโมโยะเลยเพียงแต่แสดงสีหน้าสงสัยเพียงเล็กน้อยเท่านั้น,Thai
รายชื่อเมืองเหล่านี้นับจากจำนวนตึกที่สร้างเสร็จสมบูรณ์ โดยองค์กรนานาชาติส่วนใหญ่ เช่น สภาตึกสูงและที่อยู่อาศัยในเมือง ctbuh ซึ่งกำหนดให้ตึกระฟ้ามีความสูงเท่ากับหรือเกินกว่า  เมตร ขึ้นไป,Thai
"ตอร์ปิโด อังกฤษ torpedo หรือในอดีตเรียกว่า automotive automobile locomotive หรือ fish torpedo ภาษาพูดเรียก ""fish"" คืออาวุธยิงบรรจุระเบิดที่ขับเคลื่อนได้ด้วยตัวเอง ปล่อยเหนือหรือใต้ผิวน้ำ และขับเคลื่อนใต้น้ำเข้าหาเป้าหมาย ออกแบบให้ระเบิดเมื่อสัมผัสหรือเข้าใกล้เป้าหมาย เดิมคำว่าตอร์ปิโดใช้เรียกอุปกรณ์ที่หลากหลายแต่ส่วนมากใช้เรียกสิ่งที่ปัจจุบันเรียกว่าทุ่นระเบิด จากประมาณปี คศ  ""ตอร์ปิโด"" ก็ถูกใช้เรียกเพียงแค่จรวดที่ขับเคลื่อนได้ด้วยตัวเองใต้น้ำ",Thai
มะไฟควาย ชื่อวิทยาศาสตร์ baccaurea macrocarpa เป็นพืชท้องถิ่นในมาเลเซีย เกาะสุมาตรา เกาะบอร์เนียว และภาคใต้ของไทย ภาคกลางเรียกลังแขหรือลำแข ปัตตานีเรียกมะแค้ ลังแข ภาษาอินโดนีเซียเรียกตัมปุยซายาหรือตัมปุยบูลัน ภาษามลายูเรียกตัมโปย เงาะซาไกเรียกลารัก เป็นไม้ยืนต้นขนาดใหญ่ ใบเกลี้ยง ไม่มีขนอ่อน แผ่นใบเรียวเข้าหาโคน ไม่เว้า ช่อดอกยาว ออกเป็นกลุ่มตามกิ่งหรือลำต้น ผลมีขนาดใหญ่ที่สุดเมื่อเทียบกับพืชในสกุลเดียวกันทั้งหมด ผลกลม เปลือกหนามาก มีกลีบเลี้ยงติดอยู่ ก้านของผลยาว แข็ง ผลดิบสีชมพูอมม่วง มีขน เมื่อแก่กลายเป็นสีน้ำตาล ไม่มีขน เนื้อสีขาวขุ่น แต่เมื่อถูกอากาศจะกลายเป็นสีดำอย่างรวดเร็ว มี - เมล็ด รสหวานอมเปรี้ยว ใช้รับประทานเป็นผลไม้,Thai
เริ่มต้นจาก ถนนนราธิวาสราชนครินทร์ ที่แยกสาทร-นราธิวาสด้านทิศใต้ ผ่านแยกจันทน์-นราธิวาส แยกรัชดา-นราธิวาส เลี้ยวขวาที่แยกพระรามที่ -นราธิวาสเข้าสู่ถนนพระรามที่  ขึ้นสะพานข้ามแยกพระรามที่ -วงแหวนอุตสาหกรรม แยกสาธุประดิษฐ์ แยกพระรามที่ -รัชดา ใต้สะพานพระราม  และแยกเจริญราษฎร์ ก่อนขึ้นสะพานพระราม  ข้ามแยกถนนตก แม่น้ำเจ้าพระยา ข้ามแยกบุคคโลและแยกมไหสวรรย์เข้าสู่ถนนรัชดาภิเษก-ท่าพระ แล้วเลี้ยวขวาไปสิ้นสุดที่ถนนราชพฤกษ์ บริเวณใต้สะพานข้ามแยกรัชดา-ตลาดพลู ฝั่งห้างสรรพสินค้าเดอะมอลล์ ท่าพระ,Thai
ในปีการศึกษา  ได้รับรางวัลพระราชทานจากสมเด็จพระนางเจ้าสิริกิติ์ พระบรมราชินีนาถ ในโครงการแมกไม้มิ่งเมือง ประเภทสวนสวยโรงเรียนงาม ของกรุงเทพมหานคร,Thai
เมื่อวันที่  มิถุนายน  กรมสามัญศึกษาได้แต่งตั้งนายวิทยา โพธิ์แสง ดำรงตำแหน่งอาจารย์ใหญ่ เป็นคนที่  และเมื่อวันที่  มีนาคม ได้แต่งตั้งนางกฤษณา มือขุนทด เป็นผู้ช่วยอาจารย์ใหญ่,Thai
อุทยานแห่งชาติหมู่เกาะสุรินทร์ ตั้งชื่อตามพระยาสุรินทราชา นกยูง วิเศษกุล เทศาภิบาลมณฑลภูเก็ต ผู้ค้นพบเกาะ เป็นอุทยานแห่งชาติที่ตั้งอยู่ในเขตจังหวัดพังงา มีลักษณะเป็นหมู่เกาะในทะเลอันดามัน อยู่ติดกับชายแดนไทย–พม่า มีพื้นที่ประมาณ  ไร่ ร้อยละ  ของพื้นที่เป็นทะเล ส่วนที่เหลือเป็นแผ่นดิน ประกอบด้วยเกาะ  เกาะ คือ เกาะสุรินทร์เหนือ เกาะสุรินทร์ใต้ เกาะไข่ เกาะตอรินลา เกาะกลาง เกาะปาจุมบา เกาะรี เกาะสต๊อก และ  กองหินปริ่มน้ำ คือกองหินริเชลิว เป็นอุทยานแห่งชาติเมื่อวันที่  กรกฎาคม พศ  เป็นอุทยานแห่งชาติลำดับที่  ของประเทศไทย,Thai
ห จะใช้นำได้เฉพาะอัฒสระ คือ พยัญชนะที่มีเสียงกึ่งสระกึ่งพยัญชนะ ได้แก่ ย ร ล ว และพยัญชนะตัวสุดท้ายของพยัญชนะวรรคเท่านั้น ได้แก่ ง ญ ณ น ม แต่ ณ ไม่มีที่ใช้ เช่น หยด หยอก หย่า หรีด หลง หล่อ หวัง หงอก หญ้า หญิง หนู หมา ฯลฯ,Thai
"เดอะ แบชเชเลอร์ ไทยแลนด์ ศึกรักสละโสด อังกฤษ the bachelor thailand bachelorbattle of love รายการเรียลลิตีเพื่อค้นหาตามหารักแท้โดยจะให้ผู้เข้าแข่งขันชายเลือกหาคู่ครองในรายการ ซึ่งเป็นรายการโรแมนติกยอดนิยม อันดับ  ทั่วโลก ที่ช่องวัน  ได้คว้าลิขสิทธิ์มาผลิตเป็นครั้งแรกในประเทศไทยและในเอเชีย โดยเริ่มออกอากาศวันที่  สิงหาคม  และได้ ""ปั้น ชิตณรงค์ วิเศษสมภาคย์"" มาเป็น the bachelor คนแรก โดยผู้ชนะคนแรกของซีซั่นนี้คือ ""นัทเชล นภัสสร จำเนียรกุล""",Thai
ไม่กี่เดือนก่อนการเลือกตั้งทั่วไปในปี  ปูตินได้ปลดคณะรัฐมนตรีของคาซยานอฟ และตั้งมีฮาอิล ฟรัดกอฟ ขึ้นมาเป็นนายกฯแทน และในวันที่  มีนาคม  ปูตินก็ได้รับเลือกตั้งเป็นประธานาธิบดีติดต่อเป็นวาระที่สอง โดยได้รับคะแนนเสียงถึง ,Thai
หลักฐานเชิงประสบการณ์จากงานศึกษาเป็นโหล ๆ แสดงว่า การปรึกษาหารือการอภิปราย ทำให้ตัดสินใจได้ดีกว่า ส่วนการมีส่วนร่วมของประชาชนโดยตรงที่คัดค้านกันมากที่สุดก็คือ การขอลงประชามติเรื่องรัฐธรรมนูญ,Thai
เนื่องจากโป๊ยเซียนเป็นพืชมงคล ผู้ปลูกจึงควรดูแลรักษามากเป็นพิเศษเพราะมันมีคุณค่าทางจิตใจ ผู้ปลูกจึงควรปลูกในสภาพแวดล้อมที่ดี และควรจะมีการดูแลรักษาที่ดีด้วย,Thai
"มูลนิธิมหามกุฏราชวิทยาลัย เป็น""องค์กรการกุศล""จัดตั้งขึ้นเพื่อทำหน้าที่เผยแผ่ พุทธธรรมโดยจัดตรวจชำระและแปลคัมภีร์พระพุทธศาสนา แล้วจำหน่ายเผยแผ่ในราคาเผยแผ่พระพุทธศาสนา ปัจจุบัน ได้จัดพิมพ์ตำรับตำราทางพระพุทธศาสนาอันจะเป็นประโยชน์ในการเรียนนักธรรมและบาลีทุกระดับชั้นในราคาถูก และยังจัดพิมพ์และจำหน่ายหนังสือเกี่ยวแก่พระพุทธศาสนา",Thai
คินดะอิจิ ฮาจิเมะ ตัวละครหลักของเรื่อง เป็นหลานชายของคินดะอิจิ โคสุเกะ ผู้มีศักดิ์เป็นปู่ ยอดนักสืบชื่อดังในอดีต คินดะอิจิชื่นชอบและมีความสามารถในด้านการสืบสวนสอบสวนเป็นอย่างมาก โดยยืดเอาคินดะอิจิ โคสุเกะ เป็นต้นแบบ มีเพื่อนสนิทในวัยเด็กและเพื่อนร่วมชั้นคือ นานาเสะ มิยูกิ ที่ติดตามคินดะอิจิไปพบกับเรื่องราวคดีฆาตกรรมหลายต่อหลายครั้ง คินดะอิจิถูกมิยูกิ บังคับให้มาเป็นเพื่อนซ้อมละครเรื่อง the phantom of the opera ที่โรงละครโอเปร่าที่โรงแรมที่ตั้งอยู่บนเกาะโดดเดี่ยว,Thai
รถถังขนาดกลางมาทิลดา เอ็มเค ii คันนี้ได้ถูกพัฒนาขึ้นในช่วงปี  ถึง  และมียอดการผลิตทั้งหมด  คันเมื่อการผลิตยุติการผลิตลงในเดือนสิงหาคม  รถถังรุ่นนี้เป็นรุ่นเดียวที่เข้าประจำการตลอดการรบในสงครามโลกครั้งที่ ,Thai
"เนื่องจากเป็นที่ทราบกันน้อยมากถึงผลกระทบของการบินอวกาศที่มีต่อสิ่งมีชีวิตในขณะภารกิจของไลก้านั้น และเทคโนโลยีในการผละออกจากวงโคจรยังไม่ถูกพัฒนา จึงไม่มีการคาดว่าไลก้าจะรอดชีวิต นักวิทยาศาสตร์บางคนเชื่อว่ามนุษย์จะไม่อาจมีชีวิตอยู่ได้จากการปล่อยหรือสภาพของอวกาศ ดังนั้น วิศวกรจึงมองว่าเที่ยวบินที่ส่งสัตว์ขึ้นสู่อวกาศด้วยนั้นจำเป็นก่อนภารกิจของมนุษย์ ไลก้าที่เป็นสุนัขเร่รอน เดิมชื่อ คุดร์ยัฟกา รัสเซีย кудрявка ""เจ้าขนหยิกน้อย"" เข้าสู่การฝึกกับสุนัขอื่นอีกสองตัว และได้รับเลือกเป็นผู้โดยสารไปกับยานอวกาศโซเวียต สปุตนิก  ในท้ายที่สุด ซึ่งถูกส่งขึ้นสู่อวกาศเมื่อวันที่  พฤศจิกายน คศ ",Thai
ประชาธิปไตยโดยตรงแรกสุดเชื่อว่าเป็นประชาธิปไตยของชาวเอเธนส์ประมาณช่วงพุทธกาล  ศตวรรษก่อนคริสต์ศักราช แม้ว่าจะไม่ใช่แบบที่ให้อำนาจแก่ประชาชนทั้งหมด คือไม่รวมหญิง คนต่างด้าว และทาส องค์ประชุมหลัก ๆ ของประชาธิปไตยชาวเอเธนส์ก็คือ,Thai
ต่อมาในคริสต์ศตวรรษที่  ก็มีการต่อเติมช่องทางเดินข้างกระหนาบช่องทางเดินกลางเป็นลักษณะสถาปัตยกรรมกอธิคที่แบ่งเป็นสองช่วงที่เป็นเพดานโค้งและเพดานแบบโค้งสี่ quadripartite,Thai
ในปี พศ  สินทวีชัย หทัยรัตนกุล ได้เดินทางไปเล่นฟุตบอลระดับสโมสรของประเทศอินโดนีเซียคือเปร์ซิบบันดุง persib bandung โดยระหว่าง  เดือน ที่ไปร่วมทีมนั้น ช่วยให้เขาเรียนรู้เทคนิคใหม่ ๆ และเพิ่มความมั่นใจ ก่อนที่เขาจะกลับมาช่วยสโมสรฟุตบอลจังหวัดชลบุรี สู้ศึกไทยแลนด์พรีเมียร์ลีก,Thai
มิดทาวน์ทาวเวอร์ ญี่ปุ่น ミッドタウンタワー middotaun tawā ทับศัพท์จาก midtown tower ? เป็นอาคารอเนกประสงค์ในย่านรปปงงิ เขตมินะโตะ โตเกียว สร้างเสร็จเมื่อ พศ  สูง  เมตร เป็นอาคารที่สูงที่สุดในบรรดาหกอาคารในโตเกียวมิดทาวน์ และสูงที่สุดในโตเกียวในปัจจุบัน บนอาคารเป็นที่ตั้งของโรงแรมริทซ์ คาร์ลตัน โตเกียว ซึ่งเป็นสาขาที่สองในญี่ปุ่น,Thai
ฟิชกินเสนอแทนว่า การชักตัวอย่างแบบสุ่มควรใช้เลือกคนจำนวนน้อยที่ยังสามารถเป็นตัวแทนได้ จากประชาชนทั่วไป ดังที่ใช้ในประชาธิปไตยแบบปรึกษาหารือที่เขาสนับสนุน ฟิชกินยอมรับว่า ระบอบที่แก้ปัญหาทั้งสามอย่างอาจเป็นไปได้ แต่ว่า จะต้องมีการปฏิรูปอย่างสุด ๆ ถ้าระบบที่ว่าจะสามารถรวมเข้ากับระบอบการปกครองกระแสหลักได้,Thai
รถถังทหารราบ เอ็มเค  มาทิลดา  เอ  อังกฤษ tank infantry mk i matilda i a เป็นรถถังทหารราบของประเทศสหราชอาณาจักรในสงครามโลกครั้งที่ ,Thai
ศาสตราจารย์กิตติคุณ ชอุม ประเสริฐสกุล เป็นอาจารย์สอนการถ่ายภาพที่วิทยาลัยเทคนิคกรุงเทพฯ ก่อนย้ายไปสอนที่จุฬาลงกรณ์มหาวิทยาลัย จนเกษียณอายุราชการ ภายหลังเกษียณอายุราชการยังเป็นอาจารย์พิเศษสอนการถ่ายภาพในสถาบันการศึกษาต่าง ๆ หลายแห่ง ท่านเสียชีวิตแล้ว เมื่อกุมภาพันธ์  ที่ผ่านมา,Thai
ขนมปังช่วยจำ เป็นของวิเศษของโดราเอมอน ซึ่งปรากฏอยู่ในการ์ตูนเรื่อง โดราเอมอน เป็นขนมปังที่ช่วยในการจดจำสิ่งต่างๆ ในหนังสือหรือสมุด โดยกดขนมปังช่วยจำลงบนหนังสือหรือสมุด เมื่อกินเข้าไปแล้ว ก็จะจำได้ว่าในหนังสือหรือสมุดเล่มนั้นเขียนไว้ว่าอะไรบ้าง แต่ขนมปังมีขนาดค่อนข้างใหญ่ ดังนั้นจะไม่สามารถกินขนมปังนี้มากๆ ได้เมื่อขับถ่ายออกมาความจำของขนมปังช่วยจำก็จะออกมาหมดเลย,Thai
"นำขบวน หนองกี่พาหุยุทธ เป็นนักมวยหน้าตาดี ชกได้สวยเหมือนนำพล พี่ชาย เคยไปชกที่ประเทศญี่ปุ่นโดยพบกับ ""ไอ้แรดดง"" เหนือธรณี ทองราชา โดยเหนือธรณีออกอาวุธได้หนักหน่วงกว่า จะแจ้งกว่า แต่นำขบวนสามารถใช้ลีลาแม่ไม้มวยไทยได้สวยงามกว่า โดยเฉพาะอย่างยิ่งการใช้ท่ามณโฑนั่งแท่น ซึ่งเป็นแม่ไม้ที่ไม่ค่อยมีนักไทยคนไหนใช้กัน เนื่องจากใช้ยาก กรรมการจึงตัดสินให้นำขบวนชนะคะแนนไป และสร้างประวัติศาสตร์โดยเป็นแชมป์รุ่นจูเนียร์ไลท์เวท  ปอนด์ ของเวทีลุมพีนียาวนานถึง  ปี โดยไม่มีใครสามารถชิงแชมป์ได้ จนต้องสละตำแหน่งไป และเคยเป็นแชมป์ของสภามวยไทยโลกด้วย โดยมีค่าตัวการชกสูงสุดถึง  บาท",Thai
"""เดอะแมนฮูเนเวอร์ลายด์"" แต่งโดยนักร้องนำ แอดัม เลอวีน ร่วมกับไบรอัน เวสต์ และมอเรียส โมกา เพลงผลิตโดยเลอวีน ร่วมกับโนอาห์ ""เมลบ็อกซ์"" พาสโซวอย เวสต์ช่วยเสริมการผลิตภายใต้ชื่อ สวีตเวสตี sweetwesty โนอาห์ พาสโซวอย อัดเสียงเพลง ""เดอะแมนฮูเนเวอร์ลายด์"" ที่คอนเวย์สตูดิโอส์ ในลอสแอนเจลิส ขณะที่อีริก อายแลนส์ เป็นผู้ช่วยปรับแต่งเสียง เซอร์บัน เกเนีย ผสมเสียงเพลงที่มิกซ์สตาร์สตูดิโอส์ ในเวอร์จิเนียบีช ร่วมกับจอห์น เฮนส์ และฟิล ซีฟอร์ด เป็นวิศวกรผสมเสียงและผู้ช่วยผสมเสียง ตามลำดับ พาสโซวอยเป็นผู้โปรแกรมเสียงและหาคีย์เพลง ขณะที่เวสต์โปรแกรมเสียงกีตาร์และเสียงเสริมอื่น ๆ แมกซ์ มาร์ติน และแซม ฟาร์ราร์ มาช่วยเรื่องคีย์และโปรแกรมเสียง ตามลำดับด้วย",Thai
ในปีการศึกษา  ได้รับโล่รางวัลพระราชทานจากพระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช ในโอกาสที่ผู้ที่มีความเกี่ยวข้อง ได้ร่วมกันบริจาคเงินช่วยเหลือผู้ประสบภัยสึนามิ ผ่านทางมูลนิธิประชานุเคราะห์,Thai
ปลาเรดเทลแคทฟิช เป็นปลาที่หากินตามท้องน้ำ โดยกินอาหารได้แก่ ปลาขนาดเล็กกว่าและสามารถกินได้ถึงขนาดที่เท่าตัวหรือใหญ่กว่าได้ ด้วยการกลืนเข้าไปทั้งตัวโดยไม่เคี้ยว เป็นปลาที่ตะกละ กินจุ กินไม่เลือก และเจริญเติบโตได้เร็วมาก โดยเฉพาะลูกปลา,Thai
ส่วนประกอบของเถ้าภูเขาไฟจากกริมสวอทน์มีปริมาณซิลิกาต่ำกว่ามากเมื่อเทียบกับเถ้าภูเขาไฟจากเอยาฟยาตลาเยอคุตล์เมื่อปีที่แล้ว  เทียบกับ  ซึ่งหมายความว่า การปะทุเมื่อปีที่แล้วมีความเหนียวกว่า เถ้าที่ถูกปลดปล่อยจากกริมสวอทน์มีความหยาบมากกว่าอนุภาคที่เล็กกว่าและถูกกัดกร่อนมากกว่าที่ถูกปลดปล่อยมาจากการปะทุของเอยาฟยาตลาเยอคุตล์,Thai
ในความขัดแย้งระยะต่อมา เมื่อสะเบียงถูกส่งลงไปยังพื้นที่ของลิเบียที่ถูกปิดล้อมโดยฝ่ายนิยมกัดดาฟี เครื่องบินเจ็ตขับไล่มิก  ภายใต้การควบคุมของฝ่าย ต่อต้านคุ้มครองเครื่องบินเสบียงจากการโจมตีของฝ่ายรัฐบาล โดยนาโตปรากฏว่าแสร้งทำเป็นไม่รู้ไม่เห็นการละเมิดเขตห้ามบินนี้,Thai
กันดั้มเดธไซธ์เฮลได้รับการออกแบบใหม่อีกครั้งใน ova กันดั้มวิง เอนด์เลสวอลซ์โดยฮาจิเมะ คาโทกิ ในมังงะภาคเสริมจะใช้กันดั้มเดธไซธ์เฮลที่ออกแบบใหม่นี้แทนแบบของภาคโทรทัศน์ ในวิดีโอเกมและโมเดลคิทมักเรียกกันดั้มเดธไซธ์เฮลที่ออกแบบใหม่นี้ว่ากันดั้มเดธไซธ์เฮล คัสตอมหรือเดธไซธ์เฮลคัสตอมเพื่อไม่ให้สับสนกับแบบของภาคโทรทัศน์,Thai
"ผมรู้สึกในสิ่งนี้มาตลอด จนกระทั่งวันหนึ่งวันที่น่าเบื่อหน่ายของนักศึกษาวิศวะปีหนึ่งอย่างผมครับ ผมชื่อ ""ต้น"" ไม่ทราบว่าจะทำอะไรให้ตัวเองหายเบื่อมากไปกว่าหาความสุขตามหอภาพยนตร์ หรือโรงหนัง วันนั้นมีนิทรรศการ ""หนังไทยในอดีต"" ขณะกำลังเพลินๆอยู่กับบอร์ดต่างๆพอเห็นภาพใบปิดเรียงกันเป็นแถบ ผมมีความรู้สึกเหมือนได้เจอเพื่อนเก่าๆ หรือใครสักคนที่เคยผูกพันกันมานานมากแล้ว และยิ่งกว่านั้นภาพของหนังยังทำให้ผมคิดถึงตอนตัวเองยังเป็นเด็กเล็กๆ ""พี่เต้ย"" พี่ชายของผมเค้าเรียกผมติดปากว่า ""ไอ้ตัวเล็ก"" ไอ้ตัวเล็กมีความสุขอยู่กับสมุดภาพที่พี่เต้ยขยันวาดเรียงแผ่นเป็นรูปตัวการ์ตูน ไอ้มดแดง กาโม่ ฯลฯ ต่างๆ นานา ให้น้อง ผมอยากให้วันเก่าๆ ย้อนกลับคืนมาแต่เวลานี้ สิ่งที่ผมทำได้ก็เพียงส่งความคิดถึงให้พี่เต้ยทุกครั้งขณะดูหนังทุกเรื่อง ครั้งนี้ก็เหมือนกัน ""แผลเก่า"" หนังรักอมตะทำให้ผมพบกับ ""น้ำฝน"" แล้ววันแสนเซ็งของผมก็หวานชื่นเย็นฉ่ำขึ้นมาทันที ผมลืมความรู้สึกอย่างนี้มานานมากแล้ว วันนั้นผมพบทั้งเพื่อนเก่าและเพื่อนใหม่ ท้องฟ้าเป็นสีฟ้าสดใสกว่าที่เคยเป็น",Thai
ศูนย์สันสกฤตศึกษา มหาวิทยาลัยศิลปากร อังกฤษ sanskrit studies centre ชื่อย่อ ssc เป็นหน่วยงานในมหาวิทยาลัยศิลปากร มีภารกิจหลักในการส่งเสริม ให้ความรู้ และจัดการเรียนการสอนภาษาสันสกฤตและวิชาที่เกี่ยวข้องให้แก่นักศึกษาทั้งระดับปริญญาตรี ปริญญาโท และปริญญาเอก,Thai
บททดสอบแรกในตำแหน่งประธานาธิบดีของเขาเริ่มขึ้นในเดือนสิงหาคม  เรือดำน้ำนิวเคลียร์ คูร์สก ขนาด  ตันที่อยู่ระหว่างการฝึกในทะเลเกิดการระเบิดขึ้นและจมลง ทำให้ลูกเรือเสียชีวิต  คน โศกนาฎกรรมครั้งร้ายแรงนี้ก่อให้เกิดข้อวิพากษ์วิจารณ์ในตัวปูตินอย่างมาก เนื่องจากเหตุการณ์เกิดขึ้นเป็นเวลาหลายวันกว่าที่ปูตินจะกลับจากหยุดยาวพักผ่อน และกว่าเขาจะมาดูซากเรือก็กินเวลาอีกหลายวัน,Thai
การทับศัพท์ในภาษาไทย มักใช้ ด แทนเสียงนี้ให้กับ th ของภาษาอังกฤษ เช่น theเดอะ thisดิส thatแดต ในขณะที่ราชบัณฑิตยสถานกำหนดให้ใช้ ท เพียงอย่างเดียว,Thai
ใน พศ  เขาได้รับเลือกตั้งอีกครั้งหนึ่ง และเป็นผู้นำในสภาล่าง ต่อมาในเดือนกรกฎาคม พศ  เมื่อพรรคนาซีชนะการเลือกตั้งถึง  ที่นั่ง เขาได้รับเลือกเป็นประธานสภาไรค์ชตาก ความตั้งใจของเขาคือล้มล้างระบบประชาธิปไตย เขาใช้เล่ห์เหลี่ยมและตำแหน่งหน้าที่เอาชนะนายกรัฐมนตรี คูร์ท ฟอน ชไลเชอร์ kurt von schleicher และฟรันซ์ ฟอน พาเพิน franz von papen พร้อมทั้งโน้มน้าวให้ประธานาธิบดีเพาล์ ฟอน ฮินเดนบูร์ก เชิญฮิตเลอร์เป็นนายกรัฐมนตรีเมื่อวันที่  มกราคม พศ  เมื่อพรรคนาซีเถลิงอำนาจ เขาได้รับแต่งตั้งเป็นทั้งมุขมนตรีและรัฐมนตรีว่าการกระทรวงมหาดไทยของรัฐปรัสเซีย เป็นผู้นำอันดับสองของพรรคนาซี และคาดหมายว่าจะเป็นผู้สืบทอดตำแหน่งต่อจากฮิตเลอร์ เขาทำงานหนักเพื่อผลักดันให้บทกฎหมายที่ให้อำนาจ enabling acts ผ่านการพิจารณาของสภาไรค์ชตาก เขามุ่งสร้างเสริมอำนาจเผด็จการด้วยทำให้ปรัสเซียเป็นรัฐนาซีจัดตั้งตำรวจลับหรือเกสตาโพ และให้สร้างค่ายกักกันสำหรับคุมขังศัตรู นอกจากนี้ในปี พศ  เขายังได้รับตำแหน่งรัฐมนตรีว่าการกระทรวงการบิน ซึ่งจัดตั้งขึ้นใหม่และเป็นผู้บัญชาการกองทัพอากาศ หน้าที่ของเขาคือสร้างเสริมกำลังทางอากาศซึ่งเป็นการขัดต่อสนธิสัญญาแวร์ซายส์ เขาได้สร้างเครื่องบินและฝึกนักบินอย่างลับๆ,Thai
สถานีรถไฟขุนตาน อยู่สูงกว่าระดับน้ำทะเลปานกลาง  เมตร ซึ่งเป็นสถานีรถไฟที่อยู่สูงที่สุดในประเทศไทย บริเวณรอบสถานีฯ เป็นอุทยานแห่งชาติดอยขุนตาล เป็นแหล่งท่องเที่ยวที่น่าสนใจอีกแห่งหนึ่ง มีสถานที่พักของการรถไฟแห่งประเทศไทยไว้บริการนักท่องเที่ยว,Thai
คิม ยอน-คยอง ซึ่งเป็นนักกีฬาวอลเลย์บอลหญิงทีมชาติเกาหลีใต้ ได้เคยทำหน้าที่ประจำสังกัดสโมสรแห่งนี้ และใน คศ  ทางสโมสรได้ประกาศถึงการร่วมทีมของอรอุมา สิทธิรักษ์ ซึ่งเป็นนักวอลเลย์บอลจากประเทศไทยอย่างเป็นทางการ,Thai
ใช้เครื่องยนต์ซีซีที่ได้มาจากรถที่ขายในยุโรป honda shi ซึ่งมีรูปทรงคล้ายรถมอเตอร์ไซค์ -ซีซี ในประเทศไทย เครื่องยนต์เป็นแบบ  ซีซี หนึ่งสูบ สี่จังหวะ ซิงเกิ้ลโอเวอร์เฮดแคมชาร์ฟ ระบายความร้อนด้วยน้ำ ใช้หัวฉีดแบบ pgm-fi แรงม้า  แรงม้าที่  รอบต่อนาที แรงบิด  นิวตัน-เมตรที่  รอบต่อนาที ค่าไอเสียผ่านมาตรฐานeu- เครื่องยนต์ที่ใช้ใน forza คือเครื่องยนต์ใน shi ที่ถูกปรับแต่งเพื่อลดความแรง detuned โดยลดแรงม้าเพื่อเพิ่มประสิทธิภาพอัตราการกินน้ำมัน[ต้องการอ้างอิง],Thai
กระทั่งในเดือนพฤษภาคม พศ  ภายหลังการยึดอำนาจโดย คสช นายกิตติพงษ์ เป็นผู้หนึ่งที่ถูกกล่าวถึงทางสื่อมวลชนว่าจะเป็นผู้ได้รับแต่งตั้งเป็นนายกรัฐมนตรีคนกลาง แต่เจ้าตัวปฏิเสธว่าไม่มีการทาบทามแต่อย่างใด ต่อมาเขาได้รับแต่งตั้งเป็นที่ปรึกษานายกรัฐมนตรี ฝ่ายข้าราชการประจำ เนื่องจากดำรงตำแหน่งปลัดกระทรวงยุติธรรม ครบวาระ  ปี และต่ออายุมาแล้ว  ครั้ง ตามระเบียบของทางราชการ และต่อมาได้ออกจากราชการ เมื่อวันที่  กุมภาพันธ์  เพื่อไปปฏิบัติหน้าที่ผู้อำนวยการสถาบันเพื่อการยุติธรรมแห่งประเทศไทย มีกำหนดเวลา  ปี,Thai
ท่านเป็นผู้ทรงจำพระวินัยอย่างแม่นยำ และเคยได้รับพุทธานุญาตให้วินิจฉัยอธิกรณ์  คดี คือ ภารตัจฉวัตถุ อัชชุกวัตถุ และกุมารกัสสปวัตถุ ด้วยเหตุนี้จึงได้รับการยกย่องจากพระพุทธองค์ให้เป็นเอตทัคคะผู้เลิศในทาง ผู้ทรงพระวินัย และหลังพุทธปรินิพพานท่านได้เป็นผู้มีส่วนสำคัญในการรักษาพระวินัย เพราะท่านได้รับหน้าที่เป็น  ใน  พระมหาเถระผู้วิสัชชนาพระธรรมวินัยในคราวปฐมสังคายนาที่ถ้ำสัตบรรณคูหา เมืองราชคฤห์ โดยท่านได้วิสัชนาพระวินัยปิฎก,Thai
ตัวอย่างโดยปกติของเครื่องแบบนักเรียนเกาหลีใต้นั้นสำหรับนัดเรียนชายประกอบด้วย เสื้อชั้นนอกเสื้อแขนมีปลอกหุ้มมีปกเสื้อสีขาวเนคไทกางเกงขายาวและเสื้อผ้าชั้นนอกสำหรับในฤดูหนาว สำหรับเครื่องแบบนักเรียนหญิงนั้นประกอบไปด้วย กระโปรงยาวเนคไทเสื้อคอปกสิขาวแขนยาวเสื้อกั๊กกระโปรงที่มีจีบเสื้อนอกสำหรับฤดูหนาวและถุงเท้าสีขาว การแต่งหน้าและทาเล็บส่วนใหญ่ไม่ได้รับอนุญาตให้ทำได้ในโรงเรียน,Thai
