Text,Language
"Es tut mir leid, Sie zu stören.",German
Wenn Sie mitten in etwas in jemandem sind. ',German
"Ich frage dich etwas, was du sagen kannst.",German
"Du bist mitten in etwas und jemand bittet dich, etwas zu tun, was du sagst.",German
Es tut mir leid.,German
Ich bin in einer Minute bei dir.,German
Ich bin bei dir.,German
"Dann machst du wieder etwas und sagst, wo wir waren.",German
"Zum Beispiel, wann haben wir aufgehört, wo wir waren, und Sie müssen es wiederholen, denn mit welchem ​​Geräusch verwechseln sich manche Leute?",German
"Das ist also eine großartige Möglichkeit zu üben, wo wir wieder waren, wenn Sie mitten in einem Gespräch sind.",German
"und du hast nicht verstanden, was die andere Person gesagt hat, du kannst sagen, dass du gesagt hast und mit einem Fragezeichen.",German
"was bedeutet, was die Person auffordert, noch einmal zu wiederholen?",German
du hast gesagt.,German
"Wenn jemand einen Job in seinen Träumen von dem bekommen hat, was Sie als Glückspilz bezeichnen können, oder wenn jemand in die Universität seiner Träume gekommen ist, als Glückspilz, dann ist dies eine Möglichkeit, der Person zu gratulieren, die Glück hat, oder einfach nur zu betonen, dass sie Glück hat, Glück zu haben, eine andere Art zu sagen Dass du wirklich wütend bist, heißt, ich bin ausgeflippt, als wäre ich so wütend, dass ich ausgeflippt bin.",German
Das ist super wütend.,German
"Oh, das ist fast verrückt.",German
"Ich habe einen anderen Satz ausgeflippt, den Muttersprachler verwenden, der gut für Sie ist.",German
"Dies kann sowohl positiv als auch negativ sein, wenn Sie sagen, dass ich befördert wurde und wenn sie gut für Sie sagen, wie Glückwünsche und manchmal, wenn Sie sagen, dass ich diesen Ort verlasse.",German
Sie sind gut für dich.,German
Ohne dich wäre es besser.,German
Dies ist eine negative Bedeutung.,German
Höre also wirklich auf die Intonation.,German
"Wenn dich etwas überrascht, kannst du auch sagen, dass du mich veräppeln musst wie oh mein Gott.",German
"Ich kann es nicht glauben, dass du mich veräppeln musst, jemandem zu sagen, er solle lächeln und glücklich sein.",German
"Wenn du willst, dass jemand nur so klingt, als würde er weinen und sich über etwas beschweren, das nicht passiert, kannst du sagen, komm, ich kann es tun, ich?",German
Komm schon.,German
"Sie können es tun, Sie können das Toefl passieren.",German
Sie können das Gmat passieren.,German
Sie werden es bekommen.,German
"Sie können es tun, wenn es jemandem wirklich gut geht.",German
"Sie können ihm sagen, dass er die gute Arbeit fortsetzt.",German
"Machen Sie weiter so, wie Sie sind, und machen Sie die gute Arbeit weiter.",German
"Ein anderer Satz ist umgangssprachlich, und das ist es, was Amerikaner tun sagen.",German
"Das ist beleuchtet, was bedeutet, dass es erstaunlich ist, was viele Amerikaner in Kalifornien gesagt haben.",German
"Oh, das ist beleuchtet und du hast es wahrscheinlich in Songs gehört, die ' Wenn jemand nach Fehlern erfolgreich ist, können Sie sagen, dass Sie es schaffen.",German
"Ich habe Ihnen gesagt, dass Sie es schaffen werden, wenn jemand Sie fragt, ob Sie müde sind und Sie sagen möchten, dass Sie überhaupt nicht müde sind kann nicht ein bisschen nah sagen.",German
"Ich möchte weitermachen Ich bin nicht müde, nicht davon, wenn jemand Sie fragt, sind Sie sicher und Sie sind sich ziemlich sicher, dass Sie sagen können, dass dafür kein Platz ist?",German
"In Amerika gibt es keinen Zweifel, ob Sie jemandem eine SMS senden oder ihm eine Nachricht senden möchten, die Sie Text zu Text sagen, damit ich Ihnen eine SMS über WhatsApp oder ein Telegramm oder einen Messenger senden kann Schreiben Sie noch einmal eine SMS, um jemanden aufzumuntern und ihm zu sagen, dass er nicht verärgert sein soll.",German
"Sie können sagen, dass es sich nicht lohnt, warum weinen Sie?",German
Es lohnt sich nicht.,German
"du bist so viel besser als das Problem, über das du weinst ' Es ist deine Tränen nicht wert.",German
Es lohnt sich nicht.,German
"Ich persönlich liebe den Satz, den du rockst, was bedeutet, dass du unglaublich bist.",German
Ach du lieber Gott.,German
du rockst du rockst?,German
"Nein, du hast einen tollen Job gemacht.",German
"Sie rocken, wenn jemand nicht wirklich gut arbeitet und Sie möchten, dass er härter arbeitet.",German
"Sie können sagen, Sie sollten eine Extrameile gehen, was bedeutet, dass Sie wie härter arbeiten Sie eine Extrameile gehen sollten.",German
"Eine andere Möglichkeit, genau das zu sagen, was Sie sagen können: Steigern Sie Ihr Spiel, indem Sie härter arbeiten, und verbessern Sie Ihr Spiel.",German
wenn jemand weint und es nicht will.,German
es sinkt du sagst reiß dich zusammen wie nimm dich buchstäblich und reiß dich zusammen hör auf zu arbeiten hör auf zu weinen reiß dich zusammen.,German
hey beruhige dich zusammen noch ein Satz das.,German
"Ich liebe dich, du hast mich verkauft, weil manchmal Leute ihre Reise beschreiben oder jemanden, den sie gekauft haben, und sie beschreiben, dass es so gut ist.",German
"und sie sind so, als ob ich das gleiche kaufen möchte und ich sage ihnen, dass du es verkauft hast, dass du mich verkauft hast.",German
Ich würde das nicht in Ordnung kaufen.,German
"Du hast mich verkauft, wenn du nicht an dem Gespräch interessiert bist.",German
Du bist wie im Sitzen.,German
"Du kannst sagen, es ist mir egal, das ist so langweilig.",German
ich bin nicht interessiert.,German
"Es ist mir egal, ob dich jemand etwas fragt und das ist eine wirklich einfache Entscheidung für dich, so wie jemand dir sagt, dass du meine 1 Million Dollar nimmst und du sagst, das ist ein Kinderspiel.",German
Ich akzeptiere es.,German
"Dies ist ein Kinderspiel, was bedeutet, dass es eine wirklich einfache Entscheidung für Sie ist, wenn Sie etwas falsch gemacht haben und Sie zugeben, dass Sie sagen können, ich habe es vermasselt, ja Leute.",German
ich weiß.,German
Es tut mir Leid.,German
Ich habe es vermasselt.,German
das ist mein Fehler.,German
"Ich habe es vermasselt Ich habe es vermasselt, wenn du willst, dass jemand anstelle von mir arbeitet, kannst du sagen.",German
"Kannst du mich bedecken, wie kannst du anstelle von mir arbeiten, während ich?",German
Ich sehe meinen Freund.,German
"Kannst du mich abdecken, es ist Zeit zu gehen und Leute, ich sollte besser gehen, was bedeutet, dass ich schon gehen sollte.",German
du weißt es.,German
Es ist tatsächlich 1 9 Uhr.,German
jetzt sofort.,German
"Ich gehe besser einen anderen Weg, um mich zu verabschieden.",German
"Ich kann sagen, pass auf dich auf, was bedeutet, auf dich aufzupassen.",German
Wir sehen uns später.,German
Pass auf dich auf.,German
"Ich weiß nicht, an welchem ​​Tag Sie dieses Video sehen, aber wenn es Freitag ist, zum Beispiel am Wochenende.",German
"Sie können sagen, Gott sei Dank ist Freitag oder denken, Himmel sagte Samstag Wochenende Entdeckung.",German
"Ich bin so froh, dass es Jungs waren.",German
50 Sätze in Englisch.,German
"Lassen Sie mich wissen, ob dies hilfreich war, indem Sie dieses Video mögen und unten kommentieren, wenn Sie weitere coole Sätze kennen.",German
"das wäre toll, da drüben ist irgendwo ein roter Knopf.",German
Hallo und herzlich willkommen.,German
"In diesem Video werde ich Ihnen 100 allgemeine und sehr nützliche Sätze geben, die Sie im Gespräch verwenden können.",German
"Wenn Sie einen Satz üben hören, üben Sie ihn nach mir.",German
"versuche meine Aussprache genau zu kopieren, einschließlich des von mir verwendeten Tonfalls.",German
"Okay, lass uns anfangen.",German
Grundlegende Grüße wie geht es dir?,German
wie geht's?,German
Was geht?,German
"Freut mich, dich kennenzulernen.",German
lange nicht gesehen.,German
Wie ist es dir gegangen?,German
vielen Dank.,German
wie ist es mit Ihnen?,German
nicht viel.,German
das Übliche.,German
Ich muss loslegen.,German
"Es war eine Freude, Sie später zu sehen.",German
in Kontakt bleiben.,German
nach Informationen fragen.,German
"Kannst du mir sagen, was dieses Wort bedeutet?",German
"Würdest du zufällig wissen, wo sich die Bibliothek befindet?",German
zögernd.,German
Das ist eine gute Frage.,German
Lass mich sehen.,German
Lass mich einen Moment nachdenken.,German
nach einer Wiederholung fragen.,German
entschuldigen Sie mich?,German
"Entschuldigung, das habe ich nicht verstanden.",German
"Würde es dir etwas ausmachen, das zu wiederholen?",German
Kannst du etwas langsamer sprechen?,German
Bitte?,German
"sagen ""ich weiß nicht"".",German
"Ich fürchte, ich habe keine Ahnung.",German
"kann dir da nicht helfen, sorry.",German
schlägt mich. Meinungen.,German
was denkst du darüber?,German
Wie stehen Sie dazu?,German
"Ich denke, das ist eine gute Idee.",German
"Ich glaube ehrlich gesagt nicht, dass es funktionieren wird.",German
Für mich ist dies das beste Restaurant der Stadt.,German
eine Frage vermeiden.,German
Ich habe keine Meinung zu diesem Thema.,German
Lassen Sie mich darauf zurückkommen.,German
Es steht mir nicht frei zu sagen.,German
zustimmen und nicht zustimmen.,German
Ich könnte nicht mehr zustimmen.,German
Du hast absolut recht.,German
Ich stimme dir zu 100% zu.,German
Sie treffen den Nagel auf den Kopf.,German
"Ich bin mir nicht sicher, ob ich damit einverstanden bin.",German
"Ich fürchte, ich bin anderer Meinung.",German
"Ich denke, du liegst falsch.",German
höflich unterbrechen.,German
Entschuldigung dass ich dich unterbreche.,German
Kann ich dich dort für einen Moment aufhalten?,German
"Stört es dich, wenn ich hier rein springe?",German
gehen Sie geradeaus.,German
sicher weiter.,German
Lass mich fertig machen.,German
Warte einen Moment.,German
Vorschläge.,German
"Was sagst du, wir gehen ins Kino?",German
Wie wäre es heute Abend mit Pizza zum Abendessen?,German
das wäre toll klingt gut für mich. Da bin ich mir nicht sicher.,German
"Nein, das glaube ich nicht.",German
Pläne schmieden.,German
was machst du heute Nacht?,German
Hast du Pläne für morgen?,German
Bist du nächsten Samstag frei?,German
Willst du dieses Wochenende etwas unternehmen?,German
"Klar, was hast du vor?",German
"Ich bin das ganze Wochenende frei, lass uns etwas tun.",German
"Nein, sorry, ich habe schon einige Pläne verrückt gemacht.",German
Ich bin morgen ziemlich beschäftigt.,German
"Ich würde gerne etwas tun, aber ich kann nicht.",German
Genehmigung.,German
"Stört es Sie, wenn ich Ihr Handy benutze?",German
"Wäre es in Ordnung, wenn ich mir morgen den Tag frei nehmen würde?",German
"Ja, bitte machen Sie weiter.",German
Nein überhaupt nicht.,German
leider muss ich nein sagen.,German
"Ich möchte lieber, dass du es nicht tust.",German
"Ich fürchte, ich tue es.",German
Anfragen.,German
"Könntest du mir das Salz geben, Bitte?",German
"Würde es Ihnen etwas ausmachen, mir etwas Geld zu leihen?",German
"Ich habe mich gefragt, ob du mir dabei helfen könntest.",German
sicher kein Problem.,German
ja natürlich.,German
Ich würde gerne helfen.,German
"Entschuldigung, ich kann jetzt nicht.",German
"Ich fürchte, ich kann nicht.",German
Angebote machen.,German
Kann ich dir ein Glas Wasser holen?,German
Wie wäre es mit etwas Eis?,German
"Möchten Sie, dass ich Sie nach Hause fahre?",German
ja bitte.,German
"das wäre toll, danke.",German
"Ich bin in Ordnung, aber danke für das Angebot.",German
"Nein, mir geht es gut, danke.",German
Menschen danken.,German
tausend Dank.,German
"Prost, ich weiß es wirklich zu schätzen.",German
Das ist sehr nett von dir.,German
Ich kann dir nicht genug danken.,German
Schon gut.,German
erwähne es nicht.,German
Jederzeit.,German
Gern geschehen.,German
jemanden bitten zu warten.,German
Kannst du bitte einen Moment warten?,German
Warte eine Sekunde.,German
ertrage nur einen Moment mit mir.,German
Ich bin gleich bei dir.,German
entschuldige mich. Das tut mir wirklich leid.,German
bitte akzeptiere meine Entschuldigung.,German
Mach dir keine Sorgen.,German
keine Sorge.,German
"Okay, wenn Sie mehr Lektionen über gebräuchliche Sätze und Phrasen wünschen, lassen Sie es mich im Kommentarbereich unten wissen.",German
"Auch wenn Ihnen dieses Video gefallen hat, klicken Sie auf die Schaltfläche ""Gefällt mir"" und denken Sie daran, diesen Kanal zu abonnieren, indem Sie auf die Schaltfläche ""Abonnieren"" klicken, um meine neuesten Lektionen hier auf Youtube zu erhalten.",German
Viel Spaß beim Lernen und wir sehen uns bald in einer weiteren Lektion.,German
"Es war einmal das goldene Brot in einem winzigen Dorf, in dem eine Frau namens Marion lebte.",German
Mit ihrer einzigen Tochter war Narcisa Marion äußerst bescheiden und süß.,German
Narcisa war jedoch genau das Gegenteil.,German
"Sie sehen, sie war unbeschreiblich schön.",German
Sie war wie ein Lebender.,German
"Puppe und der amüsanteste Teil ist, dass sie sich bis zum Äußersten geliebt hat.",German
"Hilf mir, das Brot zu backen, huh, auf keinen Fall, Mama, die Mehlmädchen, all meine hellen und funkelnden Augen.",German
"narcisa, würdest du mir helfen, diese Samen zu pflanzen?",German
Warum sollte ich das tun?,German
Was habe ich den ganzen Schmutz an meinen schönen Fingern?,German
"Schlimmer, wenn es gut auf mein Gesicht ging, war das das Problem mit narcisa.",German
"Sie hielt sich für zu groß, um irgendeine Arbeit zu verrichten.",German
"Viele Freier kamen, um in der Ehe um Narzissenhand zu bitten.",German
"Da ihre Schönheit weit und breit bekannt war, aber sie alle sehr grob zurückwies, warum hast du diese Männer gestern weggeschickt?",German
Sie schienen nett zu sein.,German
"Du kannst es nicht ernst meinen, Mutter eine von ihnen.",German
"hatte so kleine Augen fast wie die eines Vogels und der andere hatte eine riesige Nase, ich würde nicht in seiner Nähe sein wollen.",German
"Als er nieste, oh oh und die letzte Station, nein, ich will nicht mehr hören, alles was ich sehen konnte war, dass diese Männer wirklich nett waren, meine Liebe, du musst diese Schönheit kennen.",German
"ist nicht alles Mutter, die du erkennen musst, dass ich jemanden wie einen Prinzen oder einen Ritter verdiene.",German
"Oh je, eines Nachts, als sie schlief, saß ihre Mutter an ihrer Seite und beobachtete sie.",German
"Mein liebes Kind, du bist so schön und lieblich, aber dir ist nichts anderes wichtig als deine Schönheit.",German
In diesem Moment begann Narzisse im Schlaf zu lachen.,German
"Ihre Mutter war äußerst überrascht, wie schön sie sein musste, als Narzisse am nächsten Morgen einen wirklich lustigen Traum hatte.",German
"Ich bin aufgewacht, sie hat alle gelächelt und hier gekichert, Schatz, sag mir, wovon hast du geträumt?",German
"Letzte Nacht, Mama, es war so ein erstaunlicher Traum, dass du weißt, dass dieser Prinz auf mich zukam.",German
"und sagte, dass er mich heiraten wollte, er war in einem goldenen Wagen gekommen und er war von oben bis unten gekleidet und auch gold, was für ein dummer Traum.",German
"und du weißt, das Beste daran war, als ich in meinem Hochzeitskleid war, das natürlich auch aus Gold war.",German
Natürlich starrten alle nur mich an.,German
"Narcisa, an diesem Traum ist nichts Erstaunliches.",German
"Es war eine sehr egoistische Traummutter, du weißt nicht, was du sagst.",German
"Dieser Traum hat mir klar gemacht, dass ich Essen brauche, das viel größer ist als die Art, die ich hier zu Hause esse.",German
Brot aus Gold.,German
"Denken Sie nur an diese arme Narzissenmutter, die so besorgt um ihre Tochter war und wie.",German
"Sie würde ihr Leben an dem Tag leben, an dem zwei Freunde kamen, um Narzissenmutter zu besuchen.",German
Sie waren Mellie und Terry.,German
"Die drei waren seit Ewigkeiten Freunde, aber Terry und Ellie hatten beide ein Geheimnis.",German
"Waren magische Wesen etwas, von dem Narcisses Mutter nichts über Terry Melli wusste?",German
"Oh, es ist so schön, dich zu sehen, es ist schon sehr lange her.",German
Wie war es dir?,German
Ich war sehr gut.,German
"Ich wäre besser gewesen, wenn nur was wäre, wenn nur meine Tochter Narcisa etwas verständnisvoller wäre.",German
"Marian erzählte Mellie und Terry alles über Narcisa und wie sie sich Sorgen um sie machte, die sie essen möchte Brot aus Gold Was mache ich mit ihr gut, vielleicht wenn ihr Traum wahr wird?",German
"das wäre wunderbar, wäre es nicht gut, egal ich denke mit der Zeit wird sie wachsen, um zu lernen, lass uns über etwas anderes reden.",German
"Jetzt später winkten Mellie und Terry ihrem alten Freund zum Abschied und gingen weg und lächelten sich in dieser Nacht heimlich an, Mutter und Tochter.",German
"Ich hoffe, mein Traum wird wahr, du weißt, oh Narcisa am nächsten Tag, als Narcisa und ihre Mutter draußen in ihrem Garten wunderschön waren.",German
Der goldene Wagen kam auf sie zugeritten.,German
Er war mit Edelsteinen und Diamanten besetzt und sah äußerst atemberaubend aus.,German
"Als es aufhörte, kam ein gutaussehender Mann heraus und sah Narcisa an.",German
"Sie war völlig überrascht, wie gutaussehend er war, mein Traum wird tatsächlich wahr, ähm.",German
"Was für ein Hallo, ich bin hierher gekommen, um nach Narzissenhand in der Ehe zu fragen, aber woher kennst du ihren Namen und wer bist du?",German
"Ich bin schrecklich, der Engel des Glücks.",German
Der Name und die Schönheit Ihrer Tochter sind auf der ganzen Welt bekannt.,German
"Ich habe Ihnen ein Geschenk gebracht, aber Sie kennen ihn kaum.",German
Sie können nicht mit ihm gehen.,German
"Oh dumm, er ist reich und gutaussehend.",German
Was will ich mehr?,German
Ich akzeptiere deinen Vorschlag.,German
"und damit stieg sie in seinen Wagen und ohne sich von ihrer Mutter zu verabschieden, ritt sie mit dem Engel davon, als sie unterwegs waren.",German
"Der Wagen betrat plötzlich ein magisches Portal, das durch ein stürmisches Gebiet fuhr.",German
Der Wagen rumpelte gewaltig herum und Narzissa.,German
"Ich war sehr verängstigt, mach dir keine Sorgen, mein Lieber.",German
"All dies wird bald vorbei sein, als er sagte, dass der Wagen durch ein anderes Portal fuhr und die Auffahrt erreichte.",German
"Von einem riesigen und prächtigen goldenen Schloss war Narcisa erstaunt über die Schönheit, die sie sah.",German
"Ich wusste, dass ich so viele Reichtümer verdiene.",German
"Ich wusste, dass Sie es mögen würden.",German
"Alles, was Sie wollen, finden Sie hier, von den schönsten Kleidern bis zu den leckersten Lebensmitteln In meinem Palast, wo ich gerade von Essen spreche, bin ich nach dieser Fahrt wirklich hungrig.",German
Ich bin am Verhungern.,German
Kann ich irgendetwas von diesem leckeren Essen hier haben?,German
Fleisch stinkt nach Melissa.,German
"Sie wird dir alles besorgen, was du willst.",German
"Ich habe so viel über dich gehört Ich hole dir etwas zu essen, oh danke, sie gingen ins Esszimmer und dort auf dem Tisch war das erstaunlichste Essen, das Narcisa jemals erstaunlich gesehen hatte, weil es die Marmeladen sind, die gemacht wurden.",German
"Von Rubinen sind die Salate von Smaragden und das Brot dort drüben aus goldgoldenem Brot, wie schön diese Marmelade mit dem Brot aussehen und schmecken wird, mit dem sie eine Scheibe genommen hat.",German
"Rubinmarmelade darauf und nahm einen großen Bissen das ist so heiß, dass ich nicht so gut essen kann, es ist Brot aus Gold und das feinste auch, aber wenn du es nicht essen kannst, sollte ich dir Silberbrot Silber holen, huh warum nicht du isst.",German
"etwas anderes, aber ich möchte normales Brotbrot, das ich essen kann.",German
Siehst du nicht so aus wie die zukünftige Frau meines Vaters?,German
Es ist kalt.,German
"Du musst nur die besten Narzissen essen, die ich mir bei all dem Essen angesehen habe.",German
"aber war mit gebrochenem Herzen für alles, was dort ungenießbar war.",German
Sie fing bald an zu weinen.,German
"Ich will das nicht, aber das Essen ist wirklich gut.",German
"Hier probieren Sie ein paar goldene Kartoffeln, sie sind wirklich gut und nachdem Sie mit mir verheiratet sind.",German
Du musst das alles essen.,German
"Ich dachte, du magst ausgefallene Dinge.",German
"Nein, ich will dich nicht heiraten.",German
Ich will nach Hause gehen.,German
zu meiner Mutter lass mich nach Hause gehen Melissa und Terrence sahen sich an und zwinkerten gut.,German
"Wenn es wirklich das ist, was du willst, dann bringe ich dich nach Hause.",German
Angst nahm das Weinen und Unglück.,German
"Narcis zu Hause in der Kutsche begann sie tief über die Entscheidungen nachzudenken, die sie getroffen hatte, als sie zu Hause ankam.",German
"Sie rannte, um ihre Mutter zu umarmen, die traurig im Haus saß, noch die Schwester meiner süßen Tochter.",German
"Ich dachte, ich würde dich nie wieder sehen.",German
"Oh Mama, ich liebe dich so sehr und du hattest rechtes Aussehen und Reichtum ist nicht alles, was das Goldbrot nutzlos war, da ich es und den Mann nicht essen konnte.",German
"Er war gutaussehend, er hat sich überhaupt nicht um mich gekümmert, aber mein Lieber, weißt du, dass du genau so mit anderen umgegangen bist?",German
"Ich weiß, dass es mir so leid tut, wie ich mich verhalten habe, Mama.",German
"Oh nein, es ist in Ordnung, seit du es gesehen hast.",German
"Was dein Fehler war, lass uns dir von diesem Tag an etwas Schönes geben.",German
"narcisa änderte ihre art und weise sie kämpfte zuerst, aber langsam und geduldig wurde sie eines tages viel netter mellie und terry kamen marian wieder entgegen oh hallo ihr zwei, also sag uns marian.",German
"Wie' s Narzissmus jetzt erzählt Marian beiden alles, was passiert war und sie hat sich seit dieser Zeit so sehr verändert.",German
"Hat sie, ich denke, sie würde jetzt kein Goldbrot mehr wollen, oder?",German
"Terry, du siehst tatsächlich ein bisschen wie dieser Engel aus, aber was sehe ich, wie könntest du er sein?",German
".ನಾವೆಲ್ಲರೂ ಇಂಗ್ಲಿಷ್ನಲ್ಲಿ ಹೆಚ್ಚು ನಿರರ್ಗಳವಾಗಲು ತ್ವರಿತ ಮಾರ್ಗಗಳನ್ನು ಹುಡುಕುತ್ತಿದ್ದೇವೆ, ಏನಾಗುತ್ತದೆ ಎಂದು ನನಗೆ ತಿಳಿದಿದೆ, ನಮ್ಮ ಮೆದುಳನ್ನು ಸುತ್ತುವ ಕೆಲವೇ ಪದಗಳಿವೆ ಮತ್ತು ನಾವು ಈ ಸಂಪೂರ್ಣ ಸಂಭಾಷಣೆಯನ್ನು ಕೇವಲ ಅದ್ಭುತವಾದ ಅದ್ಭುತ ಅಥವಾ ಮಹಾಕಾವ್ಯವನ್ನು ಬಳಸಿ ಮಾಡಬೇಕಾಗಿದೆ ಆದ್ದರಿಂದ ನಾವು ಹೇಗೆ ನಿಮ್ಮ ದೈನಂದಿನ ಜೀವನದಲ್ಲಿ ನೀವು ಬಳಸಬಹುದಾದ ಕೆಲವು ಸ್ಮಾರ್ಟ್ ಹೊಸ ಇಂಗ್ಲಿಷ್ ಪದಗಳನ್ನು ಕಲಿಯಿರಿ ಮತ್ತು ನಿಮಿಷಗಳಲ್ಲಿ ನಿಮ್ಮ ಶಬ್ದಕೋಶವನ್ನು ಹೆಚ್ಚಿಸಿ.",Kannada
ಆದ್ದರಿಂದ ಇಂದು ನಾವು 10 ಹೊಸ ಸ್ಮಾರ್ಟ್ ಪದಗಳನ್ನು ಅವುಗಳ ಅರ್ಥಗಳ ಮೂಲ ಪದಗಳು ಮತ್ತು ಉದಾಹರಣೆ ವಾಕ್ಯಗಳನ್ನು ಕಲಿಯಲಿದ್ದೇವೆ ಆದ್ದರಿಂದ ಪ್ರತಿಯೊಬ್ಬರೂ ಹೋಗೋಣ ಮತ್ತು ಇದು ನೀವು ನೋಡುತ್ತಿರುವಿರಿ.,Kannada
ಮತ್ತು ಈ ವೀಡಿಯೊದಲ್ಲಿ ನಾನು ನಿಮಗೆ ದೈನಂದಿನ ಬಳಕೆಗಾಗಿ ಮತ್ತು ಈ ವೀಡಿಯೊದ ಕೊನೆಯಲ್ಲಿ 10 ಸ್ಮಾರ್ಟ್ ಪದಗಳನ್ನು ನೀಡಲಿದ್ದೇನೆ.,Kannada
ನಾನು ನಿಜವಾಗಿಯೂ ನಿರರ್ಗಳವಾಗಿ ಸ್ಮಾರ್ಟ್ ವರ್ಡ್ ಸಂಖ್ಯೆಯನ್ನು ಧ್ವನಿಸಲು ಸ್ಮಾರ್ಟ್ ಟಿಪ್ ನೀಡಲಿದ್ದೇನೆ.,Kannada
ಒಂದನ್ನು ಜೌಗು ಜೌಗು ಎಂದರೆ ಮುಳುಗಿಸುವುದು ಅಥವಾ ಪ್ರವಾಹ ಮಾಡುವುದು ಆದರೆ ಜೌಗು ಪ್ರದೇಶವನ್ನು ಹೆಚ್ಚಾಗಿ ನಾನು ಕೆಲಸದ ಸಂದರ್ಭದಲ್ಲಿ ಬಳಸಲಾಗುತ್ತದೆ ' ನಾನು ಕೆಲಸದಲ್ಲಿ ಜೌಗು ಮಾಡಿದ್ದೇನೆ ನನಗೆ ಮಾಡಲು ತುಂಬಾ ಕೆಲಸವಿದೆ ಈ ವಾರ ಪೂರ್ತಿ ನಾನು ಕೆಲಸದಲ್ಲಿ ಜೌಗು ಮಾಡಿದ್ದೇನೆ ನಾನು ಈಗ ಉಸಿರಾಡಲು ಸಮಯ ಹೊಂದಿಲ್ಲ ಈಗ ಈ ಪದದ ಮೂಲವನ್ನು ನೋಡೋಣ.,Kannada
ಜೌಗು ಒಂದು ಗದ್ದೆ ಮತ್ತು ಯಾರಾದರೂ ಜೌಗು ಪ್ರದೇಶದ ಮೇಲೆ ತಪ್ಪಾದ ಸ್ಥಳದಲ್ಲಿ ಹೆಜ್ಜೆ ಹಾಕಿದರೆ ಅವರು ಸುಲಭವಾಗಿ ಮುಳುಗಬಹುದು ಮತ್ತು ಜೌಗು ಕ್ರಿಯಾಪದವು ಮುಳುಗುವುದು ಎಂದರ್ಥ ಆದ್ದರಿಂದ ನೀವು ಈ ಪದವನ್ನು ಹೇಗೆ ಬಳಸಬಹುದು.,Kannada
ನಿಮಗೆ ಸಾಕಷ್ಟು ಕಾರ್ಯಯೋಜನೆಗಳಿವೆ ಎಂದು ಹೇಳೋಣ ಮತ್ತು ನಿಮಗೆ ಪರೀಕ್ಷೆ ಬರಲಿದೆ ಮತ್ತು ನಿಮ್ಮ ಸ್ನೇಹಿತರು ನಿಮ್ಮ ಬಳಿಗೆ ಬರುತ್ತಾರೆ ಮತ್ತು ಅವರು ಹೇಳುತ್ತಾರೆ.,Kannada
ಹೇ ನೀವು ನಮ್ಮೊಂದಿಗೆ ಏಕೆ ಹ್ಯಾಂಗ್ out ಟ್ ಮಾಡಬಾರದು ಎಂದು ನೀವು ಅವರಿಗೆ ಹೇಳಬಹುದು ನಾನು ಕ್ಷಮಿಸಿ ಆದರೆ ನಾನು ಕೆಲಸದಲ್ಲಿ ಜೌಗು ಮಾಡಿದ್ದೇನೆ ಅಥವಾ ಜೌಗು ಜಾಗದಲ್ಲಿ ನೀವು ಬಳಸಬಹುದಾದ ಕೆಲವು ಪದಗಳನ್ನು ನಾನು ಜೌಗು ಮಾಡಿದ್ದೇನೆ ನಾನು ತುಂಬಾ ಸಿಕ್ಕಿದ್ದೇನೆ ಮಾಡಬೇಕಾದದ್ದು.,Kannada
"ನನ್ನ ತಟ್ಟೆಯಲ್ಲಿ ತುಂಬಾ ಇದೆ, ನಾನು ಕೆಲಸದಲ್ಲಿ ಮುಳುಗುತ್ತಿದ್ದೇನೆ.",Kannada
ನಾನು ನಿಯೋಜನೆಗಳೊಂದಿಗೆ ಭ್ರಮನಿರಸನಗೊಂಡಿದ್ದೇನೆ ಸ್ಮಾರ್ಟ್ ಪದ ಸಂಖ್ಯೆ ಎರಡು ಕ್ಯಾಚ್ -22 ಆಗಿದೆ ಈಗ ನಿಮಗೆ ಖಚಿತವಾಗಿದೆ ' ಕ್ಯಾಚ್ -22 ಮೊದಲು ಈ ಪದವನ್ನು ನೀವು ಕೇಳಿದ್ದೇವೆ ಎಂದರೆ ನೀವು ಇನ್ನೊಂದನ್ನು ಮಾಡದ ಹೊರತು ನೀವು ಒಂದು ಕೆಲಸವನ್ನು ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ ಮತ್ತು ನೀವು ಇನ್ನೊಂದನ್ನು ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ ಏಕೆಂದರೆ ನೀವು ಮೊದಲನೆಯದನ್ನು ಮಾಡಿಲ್ಲ.,Kannada
ನಾನು ನಿಮ್ಮನ್ನು ಗೊಂದಲಕ್ಕೀಡಾಗಿದ್ದೇನೆ ಆದ್ದರಿಂದ ಕೆಲಸದ ಅನುಭವವಿಲ್ಲದೆ ನಿಮಗೆ ಕೆಲಸ ಸಿಗದಿದ್ದಾಗ ಕ್ಯಾಚ್ -22 ಪರಿಸ್ಥಿತಿ ಕೆಲವು ಉದಾಹರಣೆಗಳನ್ನು ನೀಡುತ್ತೇನೆ.,Kannada
